concept_id,concept_code,concept_name,vocabulary_id
608278,1157158001,Acute myeloid leukemia with t(9;11)(p22;q23); MLLT3-MLL,SNOMED
1567677,C90.1,Plasma cell leukemia,ICD10CM
1567680,C91,Lymphoid leukemia,ICD10CM
1567681,C91.0,Acute lymphoblastic leukemia [ALL],ICD10CM
1567682,C91.1,Chronic lymphocytic leukemia of B-cell type,ICD10CM
1567683,C91.3,Prolymphocytic leukemia of B-cell type,ICD10CM
1567684,C91.4,Hairy cell leukemia,ICD10CM
1567685,C91.5,Adult T-cell lymphoma/leukemia (HTLV-1-associated),ICD10CM
1567686,C91.6,Prolymphocytic leukemia of T-cell type,ICD10CM
1567687,C91.Z,Other lymphoid leukemia,ICD10CM
1567688,C91.9,"Lymphoid leukemia, unspecified",ICD10CM
1567689,C92,Myeloid leukemia,ICD10CM
1567690,C92.0,Acute myeloblastic leukemia,ICD10CM
1567691,C92.1,"Chronic myeloid leukemia, BCR/ABL-positive",ICD10CM
1567692,C92.2,"Atypical chronic myeloid leukemia, BCR/ABL-negative",ICD10CM
1567694,C92.4,Acute promyelocytic leukemia,ICD10CM
1567695,C92.5,Acute myelomonocytic leukemia,ICD10CM
1567696,C92.6,Acute myeloid leukemia with 11q23-abnormality,ICD10CM
1567697,C92.Z,Other myeloid leukemia,ICD10CM
1567698,C92.9,"Myeloid leukemia, unspecified",ICD10CM
1567699,C93,Monocytic leukemia,ICD10CM
1567700,C93.0,Acute monoblastic/monocytic leukemia,ICD10CM
1567701,C93.1,Chronic myelomonocytic leukemia,ICD10CM
1567702,C93.3,Juvenile myelomonocytic leukemia,ICD10CM
1567703,C93.Z,Other monocytic leukemia,ICD10CM
1567704,C93.9,"Monocytic leukemia, unspecified",ICD10CM
1567705,C94,Other leukemias of specified cell type,ICD10CM
1567706,C94.0,Acute erythroid leukemia,ICD10CM
1567707,C94.2,Acute megakaryoblastic leukemia,ICD10CM
1567708,C94.3,Mast cell leukemia,ICD10CM
1567710,C94.8,Other specified leukemias,ICD10CM
1567711,C95,Leukemia of unspecified cell type,ICD10CM
1567712,C95.0,Acute leukemia of unspecified cell type,ICD10CM
1567713,C95.1,Chronic leukemia of unspecified cell type,ICD10CM
1567714,C95.9,"Leukemia, unspecified",ICD10CM
4028711,128818009,Acute biphenotypic leukemia,SNOMED
4028712,128819001,T-cell large granular lymphocytic leukemia,SNOMED
4028713,128828000,"Acute myeloid leukemia, t(8;21) (q22;q22)",SNOMED
4028859,128922003,Plasma cell leukemia,SNOMED
4028862,128933000,Chronic leukemia (category),SNOMED
4028863,128935007,Lymphoid leukemia (category),SNOMED
4029175,128821006,"Prolymphocytic leukemia, T-cell type",SNOMED
4029176,128825002,"Chronic myelogenous leukemia, BCR/ABL positive",SNOMED
4029177,128827005,Acute myeloid leukemia with myelodysplasia-related changes,SNOMED
4029178,128832006,Juvenile myelomonocytic leukemia,SNOMED
4029206,128934006,Myeloid leukemia (category),SNOMED
4029661,128820007,"Prolymphocytic leukemia, B-cell type",SNOMED
4029662,128823009,Precursor B-cell lymphoblastic leukemia,SNOMED
4029663,128829008,"Acute myeloid leukemia, 11q23 abnormalities",SNOMED
4029664,128833001,Aggressive NK-cell leukemia,SNOMED
4029665,128834007,Chronic neutrophilic leukemia,SNOMED
4029800,128923008,Prolymphocytic leukemia,SNOMED
4030260,128822004,Precursor cell lymphoblastic leukemia,SNOMED
4030261,128824003,Precursor T-cell lymphoblastic leukemia,SNOMED
4030262,128826001,"Atypical chronic myeloid leukemia, BCR/ABL negative",SNOMED
4030263,128830003,Therapy-related acute myeloid leukemia and myelodysplastic syndrome,SNOMED
4030264,128831004,Chronic myelomonocytic leukemia,SNOMED
4030287,128924002,Mast cell leukemia,SNOMED
4030289,128931003,Leukemia (category),SNOMED
4030290,128932005,Acute leukemia (category),SNOMED
